canonical_source,duplicate_source,run_key_with_machine,series_digest
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:sum-gpu-feat:dataset|s2cag|smart|10|3|1|sum|gpu|dataset|None|None|dyn_pubmed|True|99:50|cn69,386ab22e7f063e99619f3fcf4b776b24bdb28ac6
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:norm-gpu-feat:dataset|s2cag|smart|10|3|2|norm|gpu|dataset|None|None|dyn_cora|False|99:50|cn69,9dc59b22d8c3e404dd48b7885d734465ed7a0dd1
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:norm-gpu-feat:dataset|s2cag|smart|10|3|2|norm|gpu|dataset|None|None|dyn_cora|False|999:100|cn69,0d95da4b479f3bd123e27cd4ecd79e4c03cf15f9
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:norm-gpu-feat:dataset|s2cag|smart|10|3|2|norm|gpu|dataset|None|None|dyn_pubmed|True|99:50|cn69,d2f9ece09722e621e26a58eb7a99ee7a1a30872f
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:sum-gpu-feat:dataset|s2cag|smart|10|3|2|sum|gpu|dataset|None|None|dyn_cora|False|99:50|cn69,6139d05d46372fc5fa4e814f4223dd5d809708d2
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:sum-gpu-feat:dataset|s2cag|smart|10|3|2|sum|gpu|dataset|None|None|dyn_cora|False|999:100|cn69,bbdf6590a96c27c1a9b4324f91dc2003e033c1d6
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:sum-gpu-feat:dataset|s2cag|smart|10|3|2|sum|gpu|dataset|None|None|dyn_pubmed|True|99:50|cn69,840221bf93f4e61c6b05ca0146f55d1497872489
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-naive-feat:random|s2cag|naive|10|None|None|None|None|random|None|None|dyn_cora|False|99:50|cn69,926c5147ebeb91eb64aa4acffdcb18623f33b337
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-naive-feat:random|s2cag|naive|10|None|None|None|None|random|None|None|dyn_cora|False|999:100|cn69,cefba1e95b2fba164e563a1ac1edcad5b89f431f
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-naive-feat:random|s2cag|naive|10|None|None|None|None|random|None|None|dyn_pubmed|True|99:50|cn69,e0e3503b0e5c79ddee4faf618166cab2dc71056d
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:norm-gpu-feat:random|s2cag|smart|10|3|0|norm|gpu|random|None|None|dyn_cora|False|99:50|cn69,b8ab09ce255790831cf3f402009dae0ff5eda732
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:norm-gpu-feat:random|s2cag|smart|10|3|0|norm|gpu|random|None|None|dyn_cora|False|999:100|cn69,20f1297f2170092e1a9704644bf9b5e4433ed121
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:norm-gpu-feat:random|s2cag|smart|10|3|0|norm|gpu|random|None|None|dyn_pubmed|True|99:50|cn69,ae3381e404acb196ca89e44392d86bb99f588c5b
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:sum-gpu-feat:random|s2cag|smart|10|3|0|sum|gpu|random|None|None|dyn_cora|False|99:50|cn69,b3f7dfcb03e5c9168a2faeed82e588cbe27b387f
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:sum-gpu-feat:random|s2cag|smart|10|3|0|sum|gpu|random|None|None|dyn_cora|False|999:100|cn69,7adbf143acf93a4dc0dd228334048e44c4483703
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:sum-gpu-feat:random|s2cag|smart|10|3|0|sum|gpu|random|None|None|dyn_pubmed|True|99:50|cn69,1334870442e745c43a718a1805827941c7bdd9c3
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:norm-gpu-feat:random|s2cag|smart|10|3|1|norm|gpu|random|None|None|dyn_cora|False|99:50|cn69,28cedefe447d66b542fdaf3ce8a57ad32feacd99
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:norm-gpu-feat:random|s2cag|smart|10|3|1|norm|gpu|random|None|None|dyn_cora|False|999:100|cn69,f2b3e5a3714b93440d9976a18f1b97c15a3e8f8f
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:norm-gpu-feat:random|s2cag|smart|10|3|1|norm|gpu|random|None|None|dyn_pubmed|True|99:50|cn69,5c2562a52191d33d13477ab42307f7e6eb290825
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:sum-gpu-feat:random|s2cag|smart|10|3|1|sum|gpu|random|None|None|dyn_cora|False|99:50|cn69,15407a0f0a4873dd34a5884bba064536e03f66d9
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:sum-gpu-feat:random|s2cag|smart|10|3|1|sum|gpu|random|None|None|dyn_cora|False|999:100|cn69,11c6621f871890c89f0dfbd7e94e73a4176984dc
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:sum-gpu-feat:random|s2cag|smart|10|3|1|sum|gpu|random|None|None|dyn_pubmed|True|99:50|cn69,bddec206856eda413c6872efa46fb0ddacf988d5
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:norm-gpu-feat:random|s2cag|smart|10|3|2|norm|gpu|random|None|None|dyn_cora|False|99:50|cn69,d57b956247ad1a744eae0d329fe950f4f234926b
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:norm-gpu-feat:random|s2cag|smart|10|3|2|norm|gpu|random|None|None|dyn_cora|False|999:100|cn69,8980096718da0b62afbc4ccb2450c376e6a84095
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:norm-gpu-feat:random|s2cag|smart|10|3|2|norm|gpu|random|None|None|dyn_pubmed|True|99:50|cn69,f88311ee99461aad7751ba0d25daef124eca460f
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:sum-gpu-feat:random|s2cag|smart|10|3|2|sum|gpu|random|None|None|dyn_cora|False|99:50|cn69,9b9c4edcc8e6a34fa1ae0364a7b472e6da0e2d8a
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:sum-gpu-feat:random|s2cag|smart|10|3|2|sum|gpu|random|None|None|dyn_cora|False|999:100|cn69,092a96c480a1f7efeb10d0ee251d510bc47fb431
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:sum-gpu-feat:random|s2cag|smart|10|3|2|sum|gpu|random|None|None|dyn_pubmed|True|99:50|cn69,4273db3929ab8b0c6ecd09422ef616c267d79358
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-naive-feat:onehot|s2cag|naive|10|None|None|None|None|onehot|None|None|dyn_cora|False|99:50|cn69,9a603c3feebe5f9844c908363a9c8dc0b8722109
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-naive-feat:onehot|s2cag|naive|10|None|None|None|None|onehot|None|None|dyn_cora|False|999:100|cn69,3b86e22dae922f3692f05fb9b0adcdd58f93abe4
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:norm-gpu-feat:onehot|s2cag|smart|10|3|0|norm|gpu|onehot|None|None|dyn_cora|False|99:50|cn69,aaa76181d4bd22c77ff1b70602bc1ed25adc1727
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:norm-gpu-feat:onehot|s2cag|smart|10|3|0|norm|gpu|onehot|None|None|dyn_cora|False|999:100|cn69,c7fcaa676880ba0e2e83eaa98cc3097478f86ef1
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:sum-gpu-feat:onehot|s2cag|smart|10|3|0|sum|gpu|onehot|None|None|dyn_cora|False|99:50|cn69,4c5c35c3146cd6a7ccd8a4d8e70a617fdf1a157c
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:0-agg:sum-gpu-feat:onehot|s2cag|smart|10|3|0|sum|gpu|onehot|None|None|dyn_cora|False|999:100|cn69,f88d262f6ce885aeced032bc342a8f20ea4d1cd1
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:norm-gpu-feat:onehot|s2cag|smart|10|3|1|norm|gpu|onehot|None|None|dyn_cora|False|99:50|cn69,02a5fd0680132cffd24d2d366b7a64251c6887c6
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:norm-gpu-feat:onehot|s2cag|smart|10|3|1|norm|gpu|onehot|None|None|dyn_cora|False|999:100|cn69,ca6429f18132a625ffa3f65596dce2284869eaf0
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:sum-gpu-feat:onehot|s2cag|smart|10|3|1|sum|gpu|onehot|None|None|dyn_cora|False|99:50|cn69,e5e027d953084aeb989ac0381a3b4fc6e5ffe294
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:1-agg:sum-gpu-feat:onehot|s2cag|smart|10|3|1|sum|gpu|onehot|None|None|dyn_cora|False|999:100|cn69,af3b560542cf7acd2850d0fc7f57232e304d8016
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:norm-gpu-feat:onehot|s2cag|smart|10|3|2|norm|gpu|onehot|None|None|dyn_cora|False|99:50|cn69,6c3f288a2d35155b3431d39f95de8c3c495c4513
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:norm-gpu-feat:onehot|s2cag|smart|10|3|2|norm|gpu|onehot|None|None|dyn_cora|False|999:100|cn69,90acb37337a6e5ef2ee4c2f46a46842e9d0ca871
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:sum-gpu-feat:onehot|s2cag|smart|10|3|2|sum|gpu|onehot|None|None|dyn_cora|False|99:50|cn69,b795f793cf4560d647b83e198ad4f4e19b215efb
results/paper_icdm/2/feature_ablation_radius_aggregation_20260526_1339.json,results/paper_icdm/3/feature_ablation_radius_aggregation_20260526_1339.json,experiment|s2cag-i:10-L:3-r:2-agg:sum-gpu-feat:onehot|s2cag|smart|10|3|2|sum|gpu|onehot|None|None|dyn_cora|False|999:100|cn69,439028f612b5425903988a5c66c4d53968841563
results/paper_icdm/2/lago_temporal_batch_sweep_20260526_1339.json,results/paper_icdm/3/lago_temporal_batch_sweep_20260526_1339.json,experiment|lago-i:1-dynamic|lago|dynamic|1|None|None|None|None|None|None|None|dyn_cora|False|9:10|cn69,21c6bf36fca0c9e626ecdbf38c0c1b2c1b3125d0
results/paper_icdm/2/lago_temporal_batch_sweep_20260526_1339.json,results/paper_icdm/3/lago_temporal_batch_sweep_20260526_1339.json,experiment|lago-i:1-dynamic|lago|dynamic|1|None|None|None|None|None|None|None|dyn_cora|False|99:50|cn69,71d778e169d2cc0b6d64c89cd1b87710ff7c0fcf
results/paper_icdm/2/lago_temporal_batch_sweep_20260526_1339.json,results/paper_icdm/3/lago_temporal_batch_sweep_20260526_1339.json,experiment|lago-i:1-dynamic|lago|dynamic|1|None|None|None|None|None|None|None|dyn_cora|False|999:100|cn69,2c3c52db1bff24360e3b13a20d40bfdb2e83fc56
results/paper_icdm/2/lago_temporal_batch_sweep_20260526_1339.json,results/paper_icdm/3/lago_temporal_batch_sweep_20260526_1339.json,experiment|lago-i:1-dynamic|lago|dynamic|1|None|None|None|None|None|None|None|dyn_acm|False|9:10|cn69,1ad405df0ce35d2d3d69413218c00346e778aea2
results/paper_icdm/2/lago_temporal_batch_sweep_20260526_1339.json,results/paper_icdm/3/lago_temporal_batch_sweep_20260526_1339.json,experiment|lago-i:1-naive|lago|naive|1|None|None|None|None|None|None|None|dyn_cora|False|9:10|cn69,a49822fc0c8175f76c8b3647dcce95de396d82ba
results/paper_icdm/2/lago_temporal_batch_sweep_20260526_1339.json,results/paper_icdm/3/lago_temporal_batch_sweep_20260526_1339.json,experiment|lago-i:1-naive|lago|naive|1|None|None|None|None|None|None|None|dyn_cora|False|99:50|cn69,b6310d16e709decdf09b18a77769c36fc887c31f
results/paper_icdm/2/lago_temporal_batch_sweep_20260526_1339.json,results/paper_icdm/3/lago_temporal_batch_sweep_20260526_1339.json,experiment|lago-i:1-naive|lago|naive|1|None|None|None|None|None|None|None|dyn_cora|False|999:100|cn69,9ad05e9685bf5989839d52c5d0bce5f0b6a4ee1b
results/paper_icdm/2/lago_temporal_batch_sweep_20260526_1339.json,results/paper_icdm/3/lago_temporal_batch_sweep_20260526_1339.json,experiment|lago-i:1-L:3-r:1-cpu|lago|smart|1|3|1|None|cpu|None|None|None|dyn_cora|False|9:10|cn69,7ea3099e39fe26aca2b8188a65ae57c0c9d40280
results/paper_icdm/2/lago_temporal_batch_sweep_20260526_1339.json,results/paper_icdm/3/lago_temporal_batch_sweep_20260526_1339.json,experiment|lago-i:1-L:3-r:1-cpu|lago|smart|1|3|1|None|cpu|None|None|None|dyn_cora|False|99:50|cn69,ab060d7cf3ca5fbdc8b471eae8e4442af8f52dfe
results/paper_icdm/2/lago_temporal_batch_sweep_20260526_1339.json,results/paper_icdm/3/lago_temporal_batch_sweep_20260526_1339.json,experiment|lago-i:1-L:3-r:1-cpu|lago|smart|1|3|1|None|cpu|None|None|None|dyn_cora|False|999:100|cn69,e088da4c0f1c04e39319ebc8c99faeeede939743
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_cora|False|9:10|cn69,80559b400faa23c9e409d0aa3c5ca010a75fd92f
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_cora|False|9:50|cn69,367c479ea7f19c152f95771e54505bdff36deed0
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_cora|False|9:100|cn69,d1cef1b692503d42e65902ea9c3347208267e6b7
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_cora|False|99:10|cn69,7d0d57a563a6195ee603dfc6ec0481cc5b2ba5bc
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_cora|False|99:50|cn69,0f44d051159835b214d32666237a5dba46fdaa57
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_cora|False|99:100|cn69,cf82b9c0363f640615012486055e6d5bc55fa3a3
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_cora|False|999:10|cn69,011fdf92e8ef1ddc09982ebe59cc44e47aeed21a
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_cora|False|999:50|cn69,46ea19ee16bd3f6fedc4b39ebbe96fd3fba88c9c
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_cora|False|999:100|cn69,71350846ca1c2d2b5a6eacf7db69ca74a0097e78
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_acm|False|9:10|cn69,3d77ccd0be63cbdc881e3ecb5a60ed6a4ae9ef9d
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_acm|False|9:50|cn69,b077c45c02c23d0f69aa2ef94a1ebe2538365de9
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_acm|False|9:100|cn69,df1c256f699fee04badbef86e0a0792d32421b95
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_acm|False|99:10|cn69,0b10849a8641169bef7e42de8f05a8c32ae63247
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_acm|False|99:50|cn69,4d3a72093f662247cb7709956906bdfe2f91f4bd
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_acm|False|99:100|cn69,66f0894a701a123de22ccbce54443c4f0b8b1e6c
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_acm|False|999:10|cn69,1442a28bd161349f77f2e9fe2334100a0c0c1136
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_acm|False|999:50|cn69,cebede866e91797a195f266cf404fbbbde564894
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_acm|False|999:100|cn69,effb7bdccacd5c2a62cf69109abb1feb18161686
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_citeseer|False|9:10|cn69,67f67f729b0429c6de569bc5fddf83a360339cc4
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_citeseer|False|9:50|cn69,58b90d6766681eb81caa750b4a82e47e73a69ddd
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_citeseer|False|9:100|cn69,c3d9eef0e0e0b9883366b44ae0f3b8234304305d
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_citeseer|False|99:10|cn69,b374530ed171508651917f5272b5accd0e1b779a
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_citeseer|False|99:50|cn69,02bc3f55f1943c0ef81293701084bc794357c039
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_citeseer|False|99:100|cn69,0415663c6fa65ad43e91959af167747762379796
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_citeseer|False|999:10|cn69,27e97ddfd1e17822a17eec087a74ae415fae503c
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_citeseer|False|999:50|cn69,33678717d3c772626f878d647005fcb4760e1727
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|dyn_citeseer|False|999:100|cn69,595bd9f4c3d517e394e2a73a86cf8c530e0e7192
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|patent|True|9:10|cn69,c3dae0ddb4ce728fd00c5bb0baaf8539fa47f2e5
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|patent|True|9:50|cn69,fb17b5abc608a0905caa0047b2dcabf1b90b2b1d
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|patent|True|9:100|cn69,c1a3805284555250ab7fdaa6ce671bab3f7b7995
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|patent|True|99:10|cn69,cc4e6fc2c8772f193b969171027960bd99bf6296
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|patent|True|99:50|cn69,9b170eaf92bb3e3f3f79ccfc3a320041dc92a44a
results/paper_icdm/2/real_topology_batch_sweep_20260526_1339.json,results/paper_icdm/3/real_topology_batch_sweep_20260526_1339.json,experiment|leidenalg-naive|leidenalg|naive|None|None|None|None|None|None|None|None|patent|True|99:100|cn69,f89359c4269d76a6a4cf5b7105e865a54c8915e5
